epoch,loss,mae,val_loss,val_mae
0,0.07774858176708221,0.20933997631072998,0.018526704981923103,0.11033739894628525
1,0.02543819136917591,0.12944719195365906,0.016293438151478767,0.09732263535261154
2,0.022476589307188988,0.1183566004037857,0.013872063718736172,0.090288445353508
3,0.02141018956899643,0.11340323090553284,0.01211138442158699,0.08205606043338776
4,0.019136516377329826,0.10595250129699707,0.011744250543415546,0.07826834917068481
5,0.019157681614160538,0.10474494844675064,0.011906763538718224,0.07826753705739975
6,0.017859190702438354,0.1015041396021843,0.010652631521224976,0.07451034337282181
7,0.017307892441749573,0.10008826851844788,0.010410302318632603,0.07334799319505692
8,0.016829485073685646,0.09924938529729843,0.010289600118994713,0.0733800157904625
9,0.015088632702827454,0.09415696561336517,0.008515146560966969,0.06750550866127014
10,0.015329231508076191,0.09365695714950562,0.008788240142166615,0.06780840456485748
11,0.014171889051795006,0.09207869321107864,0.008237925358116627,0.06575285643339157
12,0.013483763672411442,0.08883842080831528,0.008241466246545315,0.06582802534103394
13,0.013097031973302364,0.08681896328926086,0.007545159198343754,0.06307367980480194
14,0.013144213706254959,0.08792255818843842,0.006972931325435638,0.061089981347322464
15,0.011952908709645271,0.08383726328611374,0.006822790484875441,0.060756150633096695
16,0.010596850886940956,0.07788840681314468,0.006034376565366983,0.05759430676698685
17,0.010536497458815575,0.07811521738767624,0.0061555420979857445,0.05859675258398056
18,0.010092156939208508,0.07571090012788773,0.005732386838644743,0.056227341294288635
19,0.009759164415299892,0.07495536655187607,0.005680449772626162,0.05605558305978775
20,0.008772988803684711,0.07231567054986954,0.0053858039900660515,0.05493202805519104
21,0.008655709214508533,0.06975259631872177,0.005648005288094282,0.05610976740717888
22,0.008146936073899269,0.06893976777791977,0.005822673439979553,0.05741731822490692
23,0.008015332743525505,0.06777385622262955,0.005333635490387678,0.05480600893497467
24,0.0077571626752614975,0.0675172433257103,0.005010719411075115,0.0529121495783329
25,0.007319461088627577,0.06395930051803589,0.004560856148600578,0.0508061945438385
26,0.00672196876257658,0.061736445873975754,0.005106177181005478,0.05343364179134369
27,0.006887782830744982,0.06328796595335007,0.005042126402258873,0.05326949805021286
28,0.006929921451956034,0.062076225876808167,0.0048511032946407795,0.05195023491978645
29,0.006302651017904282,0.05975914001464844,0.004843488801270723,0.05270198732614517
30,0.006469233427196741,0.06100032478570938,0.004316861741244793,0.04892384633421898
31,0.0059977141208946705,0.05915839597582817,0.004278260748833418,0.04909123107790947
32,0.0055949632078409195,0.057160548865795135,0.0049455962143838406,0.05298596993088722
33,0.005864748731255531,0.058195810765028,0.004360560327768326,0.049287427216768265
34,0.005045514553785324,0.053453486412763596,0.004638983402401209,0.05128365010023117
35,0.005587176885455847,0.0570782907307148,0.004517904948443174,0.05103211849927902
36,0.005394142586737871,0.05530684441328049,0.004449243191629648,0.05038491263985634
37,0.005125950090587139,0.05370393767952919,0.004880401771515608,0.05307761952280998
38,0.005572405643761158,0.05566130578517914,0.0048322295770049095,0.05223581939935684
39,0.0050698816776275635,0.05373115465044975,0.004675767850130796,0.05205763131380081
40,0.005115704145282507,0.05434618517756462,0.004330838564783335,0.04901103675365448
41,0.005070927087217569,0.05264298990368843,0.00463967164978385,0.05089199170470238
42,0.005075060296803713,0.053074728697538376,0.005081876181066036,0.05376512184739113
43,0.0049958257004618645,0.05286090821027756,0.004707443993538618,0.05157018080353737
44,0.004891530144959688,0.052667442709207535,0.004658340942114592,0.051519546657800674
45,0.004686739761382341,0.051730699837207794,0.0045677674934268,0.05045818164944649
46,0.004593472927808762,0.05180538073182106,0.004595613572746515,0.05125199630856514
47,0.004567044787108898,0.050453104078769684,0.004851209465414286,0.05258398503065109
48,0.004420779179781675,0.05078130587935448,0.005029681604355574,0.05367489531636238
49,0.004609580617398024,0.050845012068748474,0.004805925767868757,0.052633482962846756
